Classification,Year,Period,Date Mapper,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
HS,2018,201803,3/1/2018,18-Mar,6,1,2,Exports,36,Australia,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,21000,,61918,,,0
HS,2018,201809,9/1/2018,18-Sep,4,0,2,Exports,203,Czech Rep.,,804,Ukraine,,,,,,,,,1003,Barley,,,,,,,48000,,47083,,,0
HS,2018,201809,9/1/2018,18-Sep,6,1,2,Exports,203,Czech Rep.,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,277,,2541,,,0
HS,2018,201809,9/1/2018,18-Sep,6,1,2,Exports,203,Czech Rep.,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,44525,,178524,,,0
HS,2018,201802,2/1/2018,18-Feb,6,1,2,Exports,276,Germany,,804,Ukraine,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,1279,,112085,,,0
HS,2018,201804,4/1/2018,18-Apr,6,1,2,Exports,112,Belarus,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,78885,,273200,,,0
HS,2018,201802,2/1/2018,18-Feb,6,1,2,Exports,97,EU,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,143161,,802602,,,0
HS,2018,201802,2/1/2018,18-Feb,6,1,2,Exports,97,EU,,804,Ukraine,,,,,,,,,151219,"Vegetable oils; sunflower seed or safflower oil and their fractions, other than crude, whether or not refined, but not chemically modified",,,,,,,73875,,73823,,,0
HS,2018,201802,2/1/2018,18-Feb,6,1,2,Exports,97,EU,,804,Ukraine,,,,,,,,,151411,"Vegetable oils; low erucic acid rape or colza oil and its fractions, crude",,,,,,,2160,,3087,,,0
HS,2018,201802,2/1/2018,18-Feb,6,1,2,Exports,97,EU,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,3168919,,7467794,,,0
HS,2018,201802,2/1/2018,18-Feb,6,1,2,Exports,97,EU,,804,Ukraine,,,,,,,,,270111,"Coal; anthracite, whether or not pulverised, but not agglomerated",,,,,,,905,,862,,,0
HS,2018,201802,2/1/2018,18-Feb,6,1,2,Exports,97,EU,,804,Ukraine,,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",,,,,,,375000,,246682,,,0
HS,2018,201802,2/1/2018,18-Feb,6,1,2,Exports,97,EU,,804,Ukraine,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,328,,10072,,,0
HS,2018,201802,2/1/2018,18-Feb,6,1,2,Exports,97,EU,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,26988,,306461,,,0
HS,2018,201802,2/1/2018,18-Feb,6,1,2,Exports,97,EU,,804,Ukraine,,,,,,,,,750210,"Nickel; unwrought, not alloyed",,,,,,,10000,,177039,,,0
HS,2018,201802,2/1/2018,18-Feb,6,1,2,Exports,97,EU,,804,Ukraine,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,26777,,336275,,,0
HS,2018,201802,2/1/2018,18-Feb,6,1,2,Exports,97,EU,,804,Ukraine,,,,,,,,,760120,"Aluminium; unwrought, alloys",,,,,,,779693,,1936449,,,0
HS,2018,201802,2/1/2018,18-Feb,4,0,2,Exports,97,EU,,804,Ukraine,,,,,,,,,7111,"Base metals, silver or gold, clad with platinum; not further worked than semi-manufactured",,,,,,,1,,20191,,,0
HS,2018,201804,4/1/2018,18-Apr,6,1,2,Exports,208,Denmark,,804,Ukraine,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,96,,2068,,,0
HS,2018,201804,4/1/2018,18-Apr,6,1,2,Exports,208,Denmark,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,215,,7220,,,0
HS,2018,201810,10/1/2018,18-Oct,6,1,2,Exports,975,ASEAN,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,68000,,54343,,,0
HS,2018,201808,8/1/2018,18-Aug,4,0,2,Exports,428,Latvia,,804,Ukraine,,,,,,,,,2619,"Slag, dross; (other than granulated slag), scalings and other waste from the manufacture of iron or steel",,,,,,,209200,,6281,,,0
HS,2018,201810,10/1/2018,18-Oct,6,1,2,Exports,710,South Africa,,804,Ukraine,,,,,,,,,270111,"Coal; anthracite, whether or not pulverised, but not agglomerated",,,,,,,50523000,,2973078,,,0
HS,2018,201807,7/1/2018,18-Jul,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,21216,,154561,,,0
HS,2018,201807,7/1/2018,18-Jul,6,1,2,Exports,842,United States of America,,804,Ukraine,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,6957,,35101,,,0
HS,2018,201802,2/1/2018,18-Feb,4,0,2,Exports,97,EU,,804,Ukraine,,,,,,,,,1003,Barley,,,,,,,128280,,112979,,,0
HS,2018,201801,1/1/2018,18-Jan,6,1,2,Exports,703,Slovakia,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,1483,,8850,,,0
HS,2018,201801,1/1/2018,18-Jan,6,1,2,Exports,112,Belarus,,804,Ukraine,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,21,,400,,,0
HS,2018,201801,1/1/2018,18-Jan,4,0,2,Exports,56,Belgium,,804,Ukraine,,,,,,,,,1003,Barley,,,,,,,6,,10,,,0
HS,2018,201801,1/1/2018,18-Jan,6,1,2,Exports,56,Belgium,,804,Ukraine,,,,,,,,,151411,"Vegetable oils; low erucic acid rape or colza oil and its fractions, crude",,,,,,,1,,12,,,0
HS,2018,201801,1/1/2018,18-Jan,6,1,2,Exports,56,Belgium,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,97342,,287744,,,0
HS,2018,201808,8/1/2018,18-Aug,6,1,2,Exports,372,Ireland,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,97424,,117707,,,0
HS,2018,201803,3/1/2018,18-Mar,6,1,2,Exports,410,Rep. of Korea,,804,Ukraine,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,14388,,69090,,,0
HS,2018,201802,2/1/2018,18-Feb,6,1,2,Exports,792,Turkey,,804,Ukraine,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,19093,,38511,,,0
HS,2018,201803,3/1/2018,18-Mar,4,0,2,Exports,276,Germany,,804,Ukraine,,,,,,,,,1003,Barley,,,,,,,20412,,12096,,,0
HS,2018,201803,3/1/2018,18-Mar,6,1,2,Exports,276,Germany,,804,Ukraine,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,4084,,21417,,,0
HS,2018,201803,3/1/2018,18-Mar,6,1,2,Exports,276,Germany,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,295448,,735131,,,0
HS,2018,201803,3/1/2018,18-Mar,6,1,2,Exports,276,Germany,,804,Ukraine,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,147,,2412,,,0
HS,2018,201803,3/1/2018,18-Mar,6,1,2,Exports,276,Germany,,804,Ukraine,,,,,,,,,151411,"Vegetable oils; low erucic acid rape or colza oil and its fractions, crude",,,,,,,2700,,3824,,,0
HS,2018,201803,3/1/2018,18-Mar,6,1,2,Exports,276,Germany,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,3841,,58645,,,0
HS,2018,201812,12/1/2018,18-Dec,6,1,2,Exports,642,Romania,,804,Ukraine,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,0,,34,,,0
HS,2018,201805,5/1/2018,18-May,6,1,2,Exports,792,Turkey,,804,Ukraine,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,20143,,38992,,,0
HS,2018,201802,2/1/2018,18-Feb,6,1,2,Exports,792,Turkey,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,8916,,35812,,,0
HS,2018,201806,6/1/2018,18-Jun,6,1,2,Exports,792,Turkey,,804,Ukraine,,,,,,,,,760120,"Aluminium; unwrought, alloys",,,,,,,24890,,63855,,,0
HS,2018,201810,10/1/2018,18-Oct,6,1,2,Exports,76,Brazil,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,40000,,42770,,,0
HS,2018,201801,1/1/2018,18-Jan,6,1,2,Exports,428,Latvia,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,4,,28,,,0
HS,2018,201807,7/1/2018,18-Jul,6,1,2,Exports,703,Slovakia,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,4475,,22234,,,0
HS,2018,201801,1/1/2018,18-Jan,6,1,2,Exports,268,Georgia,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,291,,886,,,0
HS,2018,201812,12/1/2018,18-Dec,6,1,2,Exports,124,Canada,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,4488,,31850,,,0
HS,2018,201807,7/1/2018,18-Jul,6,1,2,Exports,498,Rep. of Moldova,,804,Ukraine,,,,,,,,,110313,Cereal groats and meal; of maize (corn),,,,,,,22000,,5028,,,0
HS,2018,201807,7/1/2018,18-Jul,4,0,2,Exports,498,Rep. of Moldova,,804,Ukraine,,,,,,,,,1003,Barley,,,,,,,864900,,142709,,,0
HS,2018,201808,8/1/2018,18-Aug,6,1,2,Exports,498,Rep. of Moldova,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,32791,,69524,,,0
HS,2018,201808,8/1/2018,18-Aug,6,1,2,Exports,498,Rep. of Moldova,,804,Ukraine,,,,,,,,,110313,Cereal groats and meal; of maize (corn),,,,,,,22000,,4943,,,0
HS,2018,201803,3/1/2018,18-Mar,6,1,2,Exports,203,Czech Rep.,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,35726,,132844,,,0
HS,2018,201810,10/1/2018,18-Oct,6,1,2,Exports,498,Rep. of Moldova,,804,Ukraine,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,3000,,1161,,,0
HS,2018,201808,8/1/2018,18-Aug,4,0,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,2601,Iron ores and concentrates; including roasted iron pyrites,,,,,,,19200,,12226,,,0
HS,2018,201808,8/1/2018,18-Aug,6,1,2,Exports,276,Germany,,804,Ukraine,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,708,,12212,,,0
HS,2018,201812,12/1/2018,18-Dec,6,1,2,Exports,203,Czech Rep.,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,20674,,28734,,,0
HS,2018,201808,8/1/2018,18-Aug,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,1017,,12956,,,0
HS,2018,201808,8/1/2018,18-Aug,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,18184,,80826,,,0
HS,2018,201808,8/1/2018,18-Aug,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,750210,"Nickel; unwrought, not alloyed",,,,,,,8126,,128524,,,0
HS,2018,201808,8/1/2018,18-Aug,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,760120,"Aluminium; unwrought, alloys",,,,,,,625692,,1556578,,,0
HS,2018,201806,6/1/2018,18-Jun,6,1,2,Exports,348,Hungary,,804,Ukraine,,,,,,,,,151219,"Vegetable oils; sunflower seed or safflower oil and their fractions, other than crude, whether or not refined, but not chemically modified",,,,,,,394,,365,,,0
HS,2018,201806,6/1/2018,18-Jun,6,1,2,Exports,348,Hungary,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,70460,,188634,,,0
HS,2018,201806,6/1/2018,18-Jun,6,1,2,Exports,348,Hungary,,804,Ukraine,,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",,,,,,,276550,,208160,,,0
HS,2018,201806,6/1/2018,18-Jun,6,1,2,Exports,348,Hungary,,804,Ukraine,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,20,,253,,,0
HS,2018,201806,6/1/2018,18-Jun,6,1,2,Exports,348,Hungary,,804,Ukraine,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,2221,,71589,,,0
HS,2018,201806,6/1/2018,18-Jun,6,1,2,Exports,348,Hungary,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,3484,,10300,,,0
HS,2018,201808,8/1/2018,18-Aug,6,1,2,Exports,276,Germany,,804,Ukraine,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,4230,,107475,,,0
HS,2018,201807,7/1/2018,18-Jul,6,1,2,Exports,842,United States of America,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,489000,,27853,,,0
HS,2018,201802,2/1/2018,18-Feb,6,1,2,Exports,112,Belarus,,804,Ukraine,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,69,,4900,,,0
HS,2018,201809,9/1/2018,18-Sep,6,1,2,Exports,276,Germany,,804,Ukraine,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,66,,1843,,,0
HS,2018,201802,2/1/2018,18-Feb,6,1,2,Exports,203,Czech Rep.,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,30470,,117822,,,0
HS,2018,201812,12/1/2018,18-Dec,6,1,2,Exports,203,Czech Rep.,,804,Ukraine,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,292,,802,,,0
HS,2018,201812,12/1/2018,18-Dec,6,1,2,Exports,203,Czech Rep.,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,112,,5690,,,0
HS,2018,201802,2/1/2018,18-Feb,6,1,2,Exports,276,Germany,,804,Ukraine,,,,,,,,,151411,"Vegetable oils; low erucic acid rape or colza oil and its fractions, crude",,,,,,,2160,,3087,,,0
HS,2018,201802,2/1/2018,18-Feb,6,1,2,Exports,276,Germany,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,3037,,42731,,,0
HS,2018,201802,2/1/2018,18-Feb,6,1,2,Exports,276,Germany,,804,Ukraine,,,,,,,,,760120,"Aluminium; unwrought, alloys",,,,,,,10101,,29553,,,0
HS,2018,201809,9/1/2018,18-Sep,6,1,2,Exports,842,United States of America,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,38291,,34428,,,0
HS,2018,201809,9/1/2018,18-Sep,6,1,2,Exports,842,United States of America,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,9186,,65192,,,0
HS,2018,201809,9/1/2018,18-Sep,6,1,2,Exports,842,United States of America,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,211,,2558,,,0
HS,2018,201804,4/1/2018,18-Apr,6,1,2,Exports,642,Romania,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,6185,,23266,,,0
HS,2018,201806,6/1/2018,18-Jun,6,1,2,Exports,642,Romania,,804,Ukraine,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,110,,1011,,,0
HS,2018,201807,7/1/2018,18-Jul,6,1,2,Exports,203,Czech Rep.,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,243,,1592,,,0
HS,2018,201804,4/1/2018,18-Apr,6,1,2,Exports,203,Czech Rep.,,804,Ukraine,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,73,,325,,,0
HS,2018,201801,1/1/2018,18-Jan,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,750210,"Nickel; unwrought, not alloyed",,,,,,,204,,2693,,,0
HS,2018,201808,8/1/2018,18-Aug,6,1,2,Exports,616,Poland,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,34867,,205160,,,0
HS,2018,201806,6/1/2018,18-Jun,6,1,2,Exports,752,Sweden,,804,Ukraine,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,528,,4431,,,0
HS,2018,201810,10/1/2018,18-Oct,6,1,2,Exports,208,Denmark,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,659807,,706642,,,0
HS,2018,201808,8/1/2018,18-Aug,6,1,2,Exports,276,Germany,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,13914,,155712,,,0
HS,2018,201803,3/1/2018,18-Mar,6,1,2,Exports,705,Slovenia,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,3000,,13026,,,0
HS,2018,201803,3/1/2018,18-Mar,6,1,2,Exports,705,Slovenia,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,31933,,277420,,,0
HS,2018,201808,8/1/2018,18-Aug,6,1,2,Exports,276,Germany,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,3417,,56829,,,0
HS,2018,201802,2/1/2018,18-Feb,6,1,2,Exports,31,Azerbaijan,,804,Ukraine,,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",,,,,,,84698500,,42292403,,,0
HS,2018,201803,3/1/2018,18-Mar,4,0,2,Exports,203,Czech Rep.,,804,Ukraine,,,,,,,,,1003,Barley,,,,,,,85500,,69523,,,0
HS,2018,201810,10/1/2018,18-Oct,6,1,2,Exports,208,Denmark,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,23,,670,,,0
HS,2018,201803,3/1/2018,18-Mar,6,1,2,Exports,344,Hong Kong,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,71,,597,,,0
HS,2018,201812,12/1/2018,18-Dec,6,1,2,Exports,233,Estonia,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,765,,8466,,,0
HS,2018,201803,3/1/2018,18-Mar,6,1,2,Exports,410,Rep. of Korea,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,150,,20625,,,0
HS,2018,201808,8/1/2018,18-Aug,4,0,2,Exports,276,Germany,,804,Ukraine,,,,,,,,,1003,Barley,,,,,,,253353,,178487,,,0
HS,2018,201809,9/1/2018,18-Sep,6,1,2,Exports,826,United Kingdom,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,83394,,266442,,,0
HS,2018,201810,10/1/2018,18-Oct,4,0,2,Exports,826,United Kingdom,,804,Ukraine,,,,,,,,,1003,Barley,,,,,,,,,13369,,,0
HS,2018,201811,11/1/2018,18-Nov,6,1,2,Exports,276,Germany,,804,Ukraine,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,157,,2204,,,0
HS,2018,201811,11/1/2018,18-Nov,6,1,2,Exports,276,Germany,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,7001,,93665,,,0
HS,2018,201811,11/1/2018,18-Nov,6,1,2,Exports,276,Germany,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,11400,,83032,,,0
HS,2018,201811,11/1/2018,18-Nov,6,1,2,Exports,276,Germany,,804,Ukraine,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,16741,,36439,,,0
HS,2018,201811,11/1/2018,18-Nov,4,0,2,Exports,276,Germany,,804,Ukraine,,,,,,,,,1003,Barley,,,,,,,11063,,10279,,,0
HS,2018,201811,11/1/2018,18-Nov,4,0,2,Exports,276,Germany,,804,Ukraine,,,,,,,,,2601,Iron ores and concentrates; including roasted iron pyrites,,,,,,,46000,,10146,,,0
HS,2018,201811,11/1/2018,18-Nov,6,1,2,Exports,276,Germany,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,406707,,758068,,,0
HS,2018,201811,11/1/2018,18-Nov,6,1,2,Exports,251,France,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,1519,,18453,,,0
HS,2018,201812,12/1/2018,18-Dec,6,1,2,Exports,208,Denmark,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,10,,228,,,0
HS,2018,201812,12/1/2018,18-Dec,6,1,2,Exports,208,Denmark,,804,Ukraine,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,20,,387,,,0
HS,2018,201812,12/1/2018,18-Dec,6,1,2,Exports,208,Denmark,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,706832,,878988,,,0
HS,2018,201806,6/1/2018,18-Jun,6,1,2,Exports,842,United States of America,,804,Ukraine,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,8485,,60215,,,0
HS,2018,201806,6/1/2018,18-Jun,6,1,2,Exports,842,United States of America,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,62082,,218956,,,0
HS,2018,201809,9/1/2018,18-Sep,6,1,2,Exports,100,Bulgaria,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,38000,,480624,,,0
HS,2018,201811,11/1/2018,18-Nov,6,1,2,Exports,100,Bulgaria,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,16000,,81043,,,0
HS,2018,201805,5/1/2018,18-May,6,1,2,Exports,208,Denmark,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,779712,,905728,,,0
HS,2018,201805,5/1/2018,18-May,6,1,2,Exports,208,Denmark,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,20,,510,,,0
HS,2018,201807,7/1/2018,18-Jul,6,1,2,Exports,203,Czech Rep.,,804,Ukraine,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,287,,1249,,,0
HS,2018,201809,9/1/2018,18-Sep,6,1,2,Exports,56,Belgium,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,25850,,56146,,,0
HS,2018,201809,9/1/2018,18-Sep,6,1,2,Exports,56,Belgium,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,210,,2934,,,0
HS,2018,201807,7/1/2018,18-Jul,6,1,2,Exports,699,India,,804,Ukraine,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,5000,,18407,,,0
HS,2018,201807,7/1/2018,18-Jul,6,1,2,Exports,699,India,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,4256,,50282,,,0
HS,2018,201805,5/1/2018,18-May,6,1,2,Exports,76,Brazil,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,122,,1363,,,0
HS,2018,201805,5/1/2018,18-May,6,1,2,Exports,76,Brazil,,804,Ukraine,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,19000,,31630,,,0
HS,2018,201808,8/1/2018,18-Aug,6,1,2,Exports,440,Lithuania,,804,Ukraine,,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",,,,,,,58900,,29977,,,0
HS,2018,201808,8/1/2018,18-Aug,6,1,2,Exports,440,Lithuania,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,274,,8798,,,0
HS,2018,201803,3/1/2018,18-Mar,6,1,2,Exports,428,Latvia,,804,Ukraine,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,9,,216,,,0
