Classification,Year,Period,Date Mapper,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
HS,2021,202108,8/1/2021,1-Aug,6,1,2,Exports,616,Poland,,643,Russian Federation,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,114347,,673394,,,0
HS,2021,202109,9/1/2021,1-Sep,6,1,2,Exports,276,Germany,,643,Russian Federation,,,,,,,,,151219,"Vegetable oils; sunflower seed or safflower oil and their fractions, other than crude, whether or not refined, but not chemically modified",,,,,,,5465,,16416,,,0
HS,2021,202109,9/1/2021,1-Sep,6,1,2,Exports,276,Germany,,643,Russian Federation,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,1469675,,5422691,,,0
HS,2021,202109,9/1/2021,1-Sep,6,1,2,Exports,276,Germany,,643,Russian Federation,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,5985,,74879,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,124,Canada,,643,Russian Federation,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,7177,,69399,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,842,United States of America,,643,Russian Federation,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,0,,83878,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,842,United States of America,,643,Russian Federation,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,409,,10827,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,842,United States of America,,643,Russian Federation,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,387,,23795,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,842,United States of America,,643,Russian Federation,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,99167,,725034,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,842,United States of America,,643,Russian Federation,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,460,,4161,,,0
HS,2021,202103,3/1/2021,1-Mar,6,1,2,Exports,344,Hong Kong,,643,Russian Federation,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,53,,186,,,0
HS,2021,202109,9/1/2021,1-Sep,6,1,2,Exports,233,Estonia,,643,Russian Federation,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,4,,2139,,,0
HS,2021,202109,9/1/2021,1-Sep,6,1,2,Exports,233,Estonia,,643,Russian Federation,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,1319,,15290,,,0
HS,2021,202109,9/1/2021,1-Sep,6,1,2,Exports,233,Estonia,,643,Russian Federation,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,1456,,21821,,,0
HS,2021,202109,9/1/2021,1-Sep,6,1,2,Exports,233,Estonia,,643,Russian Federation,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,211,,4872,,,0
HS,2021,202109,9/1/2021,1-Sep,6,1,2,Exports,233,Estonia,,643,Russian Federation,,,,,,,,,151219,"Vegetable oils; sunflower seed or safflower oil and their fractions, other than crude, whether or not refined, but not chemically modified",,,,,,,15,,56,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,31,Azerbaijan,,643,Russian Federation,,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",,,,,,,82010,,41320,,,0
HS,2021,202111,11/1/2021,1-Nov,6,1,2,Exports,348,Hungary,,643,Russian Federation,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,168972,,1270354,,,0
HS,2021,202111,11/1/2021,1-Nov,6,1,2,Exports,348,Hungary,,643,Russian Federation,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,1917,,24388,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,208,Denmark,,643,Russian Federation,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,1284527,,2280846,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,208,Denmark,,643,Russian Federation,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,521,,18462,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,208,Denmark,,643,Russian Federation,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,136,,2994,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,203,Czech Rep.,,643,Russian Federation,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,349,,6137,,,0
HS,2021,202108,8/1/2021,1-Aug,6,1,2,Exports,860,Uzbekistan,,643,Russian Federation,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,4766,,43085,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,699,India,,643,Russian Federation,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,216754,,350673,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,699,India,,643,Russian Federation,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,16585,,78859,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,699,India,,643,Russian Federation,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,36465,,517896,,,0
HS,2021,202108,8/1/2021,1-Aug,6,1,2,Exports,688,Serbia,,643,Russian Federation,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,1000,,6526,,,0
HS,2021,202111,11/1/2021,1-Nov,6,1,2,Exports,688,Serbia,,643,Russian Federation,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,43000,,196665,,,0
HS,2021,202109,9/1/2021,1-Sep,6,1,2,Exports,688,Serbia,,643,Russian Federation,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,43000,,207044,,,0
HS,2021,202107,7/1/2021,1-Jul,6,1,2,Exports,688,Serbia,,643,Russian Federation,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,3610,,34955,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,233,Estonia,,643,Russian Federation,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,707,,9308,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,233,Estonia,,643,Russian Federation,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,2751,,27265,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,233,Estonia,,643,Russian Federation,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,19055,,54614,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,233,Estonia,,643,Russian Federation,,,,,,,,,151219,"Vegetable oils; sunflower seed or safflower oil and their fractions, other than crude, whether or not refined, but not chemically modified",,,,,,,4,,77,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,616,Poland,,643,Russian Federation,,,,,,,,,151219,"Vegetable oils; sunflower seed or safflower oil and their fractions, other than crude, whether or not refined, but not chemically modified",,,,,,,2017,,4730,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,616,Poland,,643,Russian Federation,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,172586,,404971,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,616,Poland,,643,Russian Federation,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,1024,,25968,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,616,Poland,,643,Russian Federation,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,11523,,168222,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,616,Poland,,643,Russian Federation,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,7189,,36330,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,616,Poland,,643,Russian Federation,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,133813,,770617,,,0
HS,2021,202108,8/1/2021,1-Aug,6,1,2,Exports,498,Rep. of Moldova,,643,Russian Federation,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,17619,,106716,,,0
HS,2021,202109,9/1/2021,1-Sep,6,1,2,Exports,528,Netherlands,,643,Russian Federation,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,36,,146,,,0
HS,2021,202109,9/1/2021,1-Sep,4,0,2,Exports,528,Netherlands,,643,Russian Federation,,,,,,,,,2601,Iron ores and concentrates; including roasted iron pyrites,,,,,,,237200,,123391,,,0
HS,2021,202109,9/1/2021,1-Sep,6,1,2,Exports,528,Netherlands,,643,Russian Federation,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,1508777,,2414959,,,0
HS,2021,202109,9/1/2021,1-Sep,6,1,2,Exports,528,Netherlands,,643,Russian Federation,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,132,,7640,,,0
HS,2021,202109,9/1/2021,1-Sep,6,1,2,Exports,528,Netherlands,,643,Russian Federation,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,6616,,115077,,,0
HS,2021,202109,9/1/2021,1-Sep,6,1,2,Exports,528,Netherlands,,643,Russian Federation,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,2172,,61935,,,0
HS,2021,202109,9/1/2021,1-Sep,6,1,2,Exports,705,Slovenia,,643,Russian Federation,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,126986,,968539,,,0
HS,2021,202109,9/1/2021,1-Sep,6,1,2,Exports,705,Slovenia,,643,Russian Federation,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,105271,,423506,,,0
HS,2021,202109,9/1/2021,1-Sep,6,1,2,Exports,705,Slovenia,,643,Russian Federation,,,,,,,,,110313,Cereal groats and meal; of maize (corn),,,,,,,160,,265,,,0
HS,2021,202109,9/1/2021,1-Sep,6,1,2,Exports,705,Slovenia,,643,Russian Federation,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,43,,714,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,804,Ukraine,,643,Russian Federation,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,102390,,335128,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,804,Ukraine,,643,Russian Federation,,,,,,,,,151219,"Vegetable oils; sunflower seed or safflower oil and their fractions, other than crude, whether or not refined, but not chemically modified",,,,,,,15,,33,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,804,Ukraine,,643,Russian Federation,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,18244,,17509,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,804,Ukraine,,643,Russian Federation,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,21103,,63043,,,0
HS,2021,202109,9/1/2021,1-Sep,6,1,2,Exports,826,United Kingdom,,643,Russian Federation,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,917,,13607,,,0
HS,2021,202109,9/1/2021,1-Sep,6,1,2,Exports,826,United Kingdom,,643,Russian Federation,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,1492,,12575,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,826,United Kingdom,,643,Russian Federation,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,684,,12754,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,826,United Kingdom,,643,Russian Federation,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,680,,3497,,,0
HS,2021,202105,5/1/2021,1-May,6,1,2,Exports,724,Spain,,643,Russian Federation,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,72181,,774857,,,0
HS,2021,202105,5/1/2021,1-May,6,1,2,Exports,724,Spain,,643,Russian Federation,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,1180,,31754,,,0
HS,2021,202105,5/1/2021,1-May,6,1,2,Exports,724,Spain,,643,Russian Federation,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,539,,51528,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,276,Germany,,643,Russian Federation,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,178919,,659110,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,276,Germany,,643,Russian Federation,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,20531,,94810,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,276,Germany,,643,Russian Federation,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,20812,,397774,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,276,Germany,,643,Russian Federation,,,,,,,,,750210,"Nickel; unwrought, not alloyed",,,,,,,2000,,67903,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,276,Germany,,643,Russian Federation,,,,,,,,,151219,"Vegetable oils; sunflower seed or safflower oil and their fractions, other than crude, whether or not refined, but not chemically modified",,,,,,,5,,267,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,276,Germany,,643,Russian Federation,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,1077,,36769,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,276,Germany,,643,Russian Federation,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,4142,,124928,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,276,Germany,,643,Russian Federation,,,,,,,,,760120,"Aluminium; unwrought, alloys",,,,,,,36932,,81210,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,528,Netherlands,,643,Russian Federation,,,,,,,,,151411,"Vegetable oils; low erucic acid rape or colza oil and its fractions, crude",,,,,,,124,,888,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,528,Netherlands,,643,Russian Federation,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,761628,,1333302,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,528,Netherlands,,643,Russian Federation,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,2218,,42490,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,528,Netherlands,,643,Russian Federation,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,3085,,102733,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,528,Netherlands,,643,Russian Federation,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,794,,18345,,,0
HS,2021,202110,10/1/2021,1-Oct,4,0,2,Exports,528,Netherlands,,643,Russian Federation,,,,,,,,,2601,Iron ores and concentrates; including roasted iron pyrites,,,,,,,20400,,31556,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,752,Sweden,,643,Russian Federation,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,33,,231,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,752,Sweden,,643,Russian Federation,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,3514,,76144,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,752,Sweden,,643,Russian Federation,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,81,,1154,,,0
HS,2021,202107,7/1/2021,1-Jul,6,1,2,Exports,100,Bulgaria,,643,Russian Federation,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,602,,33346,,,0
HS,2021,202107,7/1/2021,1-Jul,6,1,2,Exports,100,Bulgaria,,643,Russian Federation,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,97000,,586433,,,0
HS,2021,202108,8/1/2021,1-Aug,6,1,2,Exports,100,Bulgaria,,643,Russian Federation,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,185896,,1183060,,,0
HS,2021,202104,4/1/2021,1-Apr,6,1,2,Exports,100,Bulgaria,,643,Russian Federation,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,126872,,723358,,,0
HS,2021,202109,9/1/2021,1-Sep,6,1,2,Exports,100,Bulgaria,,643,Russian Federation,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,178018,,1186751,,,0
HS,2021,202106,6/1/2021,1-Jun,6,1,2,Exports,100,Bulgaria,,643,Russian Federation,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,312317,,1979204,,,0
HS,2021,202111,11/1/2021,1-Nov,6,1,2,Exports,246,Finland,,643,Russian Federation,,,,,,,,,151411,"Vegetable oils; low erucic acid rape or colza oil and its fractions, crude",,,,,,,,,31168,,,0
HS,2021,202111,11/1/2021,1-Nov,6,1,2,Exports,246,Finland,,643,Russian Federation,,,,,,,,,270111,"Coal; anthracite, whether or not pulverised, but not agglomerated",,,,,,,,,21470,,,0
HS,2021,202111,11/1/2021,1-Nov,6,1,2,Exports,246,Finland,,643,Russian Federation,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,46,,46285,,,0
HS,2021,202111,11/1/2021,1-Nov,6,1,2,Exports,246,Finland,,643,Russian Federation,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,36,,15585,,,0
HS,2021,202111,11/1/2021,1-Nov,6,1,2,Exports,246,Finland,,643,Russian Federation,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,150,,14760,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,246,Finland,,643,Russian Federation,,,,,,,,,151411,"Vegetable oils; low erucic acid rape or colza oil and its fractions, crude",,,,,,,23722,,31649,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,246,Finland,,643,Russian Federation,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,957731,,1574258,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,246,Finland,,643,Russian Federation,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,92,,17634,,,0
HS,2021,202111,11/1/2021,1-Nov,6,1,2,Exports,344,Hong Kong,,643,Russian Federation,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,2371,,45149,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,344,Hong Kong,,643,Russian Federation,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,2,,16,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,642,Romania,,643,Russian Federation,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,11,,27,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,642,Romania,,643,Russian Federation,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,261,,6150,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,642,Romania,,643,Russian Federation,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,25967,,119681,,,0
HS,2021,202101,1/1/2021,1-Jan,6,1,2,Exports,792,Turkey,,643,Russian Federation,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,20901,,50022,,,0
HS,2021,202101,1/1/2021,1-Jan,6,1,2,Exports,792,Turkey,,643,Russian Federation,,,,,,,,,151219,"Vegetable oils; sunflower seed or safflower oil and their fractions, other than crude, whether or not refined, but not chemically modified",,,,,,,1120,,989,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,860,Uzbekistan,,643,Russian Federation,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,10896,,98496,,,0
HS,2021,202109,9/1/2021,1-Sep,6,1,2,Exports,97,EU,,643,Russian Federation,,,,,,,,,760120,"Aluminium; unwrought, alloys",,,,,,,104223,,330884,,,0
HS,2021,202109,9/1/2021,1-Sep,4,0,2,Exports,97,EU,,643,Russian Federation,,,,,,,,,1003,Barley,,,,,,,72050,,87256,,,0
HS,2021,202109,9/1/2021,1-Sep,4,0,2,Exports,97,EU,,643,Russian Federation,,,,,,,,,2601,Iron ores and concentrates; including roasted iron pyrites,,,,,,,238200,,123900,,,0
HS,2021,202109,9/1/2021,1-Sep,6,1,2,Exports,97,EU,,643,Russian Federation,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,700280,,5149991,,,0
HS,2021,202109,9/1/2021,1-Sep,6,1,2,Exports,97,EU,,643,Russian Federation,,,,,,,,,110313,Cereal groats and meal; of maize (corn),,,,,,,25488,,22054,,,0
HS,2021,202109,9/1/2021,1-Sep,6,1,2,Exports,97,EU,,643,Russian Federation,,,,,,,,,151219,"Vegetable oils; sunflower seed or safflower oil and their fractions, other than crude, whether or not refined, but not chemically modified",,,,,,,5999,,17207,,,0
HS,2021,202109,9/1/2021,1-Sep,6,1,2,Exports,97,EU,,643,Russian Federation,,,,,,,,,151411,"Vegetable oils; low erucic acid rape or colza oil and its fractions, crude",,,,,,,20160,,32366,,,0
HS,2021,202109,9/1/2021,1-Sep,6,1,2,Exports,97,EU,,643,Russian Federation,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,16831634,,32404132,,,0
HS,2021,202109,9/1/2021,1-Sep,6,1,2,Exports,97,EU,,643,Russian Federation,,,,,,,,,270111,"Coal; anthracite, whether or not pulverised, but not agglomerated",,,,,,,9105,,8908,,,0
HS,2021,202109,9/1/2021,1-Sep,6,1,2,Exports,97,EU,,643,Russian Federation,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,49728,,1399307,,,0
HS,2021,202109,9/1/2021,1-Sep,6,1,2,Exports,97,EU,,643,Russian Federation,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,92009,,1367730,,,0
HS,2021,202109,9/1/2021,1-Sep,6,1,2,Exports,97,EU,,643,Russian Federation,,,,,,,,,750210,"Nickel; unwrought, not alloyed",,,,,,,6000,,164501,,,0
HS,2021,202109,9/1/2021,1-Sep,6,1,2,Exports,97,EU,,643,Russian Federation,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,81466,,570537,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,705,Slovenia,,643,Russian Federation,,,,,,,,,110313,Cereal groats and meal; of maize (corn),,,,,,,1330,,3195,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,705,Slovenia,,643,Russian Federation,,,,,,,,,230990,"Dog or cat food; (not put up for retail sale), used in animal feeding",,,,,,,40504,,173941,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,705,Slovenia,,643,Russian Federation,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,63861,,544053,,,0
HS,2021,202111,11/1/2021,1-Nov,6,1,2,Exports,124,Canada,,643,Russian Federation,,,,,,,,,732393,"Steel, stainless; table, kitchen and other household articles and parts thereof",,,,,,,958,,13584,,,0
HS,2021,202111,11/1/2021,1-Nov,6,1,2,Exports,124,Canada,,643,Russian Federation,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,2303,,22269,,,0
HS,2021,202110,10/1/2021,1-Oct,4,0,2,Exports,97,EU,,643,Russian Federation,,,,,,,,,2601,Iron ores and concentrates; including roasted iron pyrites,,,,,,,39900,,39917,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,97,EU,,643,Russian Federation,,,,,,,,,730441,"Steel, stainless; cold-drawn or cold-rolled, tubes and pipes of circular cross-section",,,,,,,34478,,565201,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,97,EU,,643,Russian Federation,,,,,,,,,732599,"Iron or steel; cast articles, excluding grinding balls and similar articles for mills, other than of non-malleable cast iron",,,,,,,77350,,587664,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,97,EU,,643,Russian Federation,,,,,,,,,732111,"Cooking appliances and plate warmers; for gas fuel or for both gas and other fuels, of iron or steel",,,,,,,705848,,4777404,,,0
HS,2021,202110,10/1/2021,1-Oct,6,1,2,Exports,97,EU,,643,Russian Federation,,,,,,,,,151219,"Vegetable oils; sunflower seed or safflower oil and their fractions, other than crude, whether or not refined, but not chemically modified",,,,,,,2533,,7064,,,0
